q,s,bin,autocorr,jmean,jerr
0.025570000000000002,5.88905924643637,5,-0.009279011821628476,2.7348927925861464e-5,3.1800092159531113e-7
0.02721,5.789206961702466,4,0.0006476888413117795,4.046342473466245e-5,4.814812866326871e-7
0.028960000000000003,5.6890876355732,4,-0.0072494792598151465,5.806871735877841e-5,6.761740494862707e-7
0.030820000000000004,5.5891012305803045,6,-0.0008102296570275891,8.559399377220092e-5,9.999669028887357e-7
0.0328,5.489088445909771,6,-0.00876595937560898,0.00012407869147045494,1.4813186309860293e-6
0.034910000000000004,5.38894696794996,3,-0.0035065139692833005,0.00017643633576544998,1.9975858715425363e-6
0.03715,5.289053424132358,3,-0.005954923230526163,0.00025985911288633725,2.9693508520286597e-6
0.039540000000000006,5.188905134295154,5,-0.01231921416808892,0.0003781632651934819,4.383419094216541e-6
0.042080000000000006,5.088900276175609,4,-0.009357375680425566,0.0005610787796270076,6.652354596881687e-6
0.04478,4.989008992845757,5,-0.011566003524380225,0.0007883365401749455,9.464299060682884e-6
0.04766,4.888889914436509,3,-0.0033387853141685127,0.0011431033126693714,1.2686381281641214e-5
0.05072,4.788936315402636,4,-0.006176969102860449,0.0017073867418444777,1.983524187212087e-5
0.05398000000000001,4.6888775727055325,6,-0.00403896651303849,0.0024077498000429445,2.809299832190023e-5
0.057440000000000005,4.589085436238728,3,-0.0001442710428284741,0.003496299886456663,3.9684363533440555e-5
0.061130000000000004,4.489077255404018,5,0.00027362807548484406,0.005107181691864571,6.015447757184771e-5
0.06506,4.388996218660094,10,-0.001842597853869012,0.007467235975316474,9.09779028026981e-5
0.06924000000000001,4.288976810183705,7,-0.008584647271065454,0.010879568630154098,0.00012990556065388132
0.07369,4.188925975049833,4,-0.017489303088513333,0.015833404110373227,0.00018384381243090624
0.07842,4.0889979899119595,4,-0.009312132239820817,0.023643304268703196,0.0002741163726344181
0.08346,3.988946988003623,7,-0.0018493765206555087,0.0346235810833501,0.0004278657027239275
0.08882000000000001,3.888966827595277,5,-0.008216050730038782,0.04984636802317728,0.0005724763588820567
0.09452,3.7890585827028045,7,-0.0037819364230214205,0.07155972240108133,0.0008537227014180479
0.10060000000000001,3.688923530361815,7,0.00012624312273222142,0.10795548045759908,0.0013121366208206347
0.1071,3.588354927370654,7,-0.0010641825261196913,0.16037418476517817,0.001982936051195464
0.1139,3.4894774296675752,9,-0.0002624372430520676,0.237086688831442,0.002937749323338746
