q,s,bin,autocorr,jmean,jerr
0.025570000000000002,5.88905924643637,7,-0.006581905218273418,-1.4265460632856832e-7,2.6720362596346353e-8
0.02721,5.789206961702466,15,-0.0023999854337713416,-3.12775292221557e-7,3.497221500369758e-8
0.028960000000000003,5.6890876355732,8,-0.003528079869023374,-4.06523996829918e-7,3.9469444446419963e-8
0.030820000000000004,5.5891012305803045,11,0.0007901810505550433,-5.384568853458845e-7,4.8566679418668634e-8
0.0328,5.489088445909771,8,-0.002005079137138107,-9.927251218162278e-7,5.7459827384683554e-8
0.034910000000000004,5.38894696794996,12,-0.0015988567069620456,-1.428461081320468e-6,7.079805904237588e-8
0.03715,5.289053424132358,6,-0.009914541871554664,-2.030076992253871e-6,8.160435339911936e-8
0.039540000000000006,5.188905134295154,12,-0.0021864428629507697,-2.9114785572332873e-6,1.0318484875827231e-7
0.042080000000000006,5.088900276175609,42,-0.007544370679285561,-4.4236249953958105e-6,1.378559611733519e-7
0.04478,4.989008992845757,7,-2.189479806062071e-5,-6.105145165801679e-6,1.430415560778173e-7
0.04766,4.888889914436509,8,-0.004669318890214525,-9.03124456696075e-6,1.7289526658279864e-7
0.05072,4.788936315402636,8,-0.0004990787914984453,-1.3018185632406654e-5,2.141046268792252e-7
0.05398000000000001,4.6888775727055325,10,-0.0010552744329525774,-1.9220920773147983e-5,2.5989889993766533e-7
0.057440000000000005,4.589085436238728,8,0.000320083183857599,-2.8131908942459817e-5,3.041303982199625e-7
0.061130000000000004,4.489077255404018,7,-0.003062958837708312,-4.035316588194739e-5,3.635610781387194e-7
0.06506,4.388996218660094,14,-0.005772340778768843,-5.80525711132815e-5,4.6627880974193764e-7
0.06924000000000001,4.288976810183705,7,-0.0011147319719054638,-8.567525887206729e-5,5.355067189685791e-7
0.07369,4.188925975049833,8,-0.011398199157698212,-0.00012388121354680353,6.545617025661641e-7
0.07842,4.0889979899119595,8,-0.0019526931856206258,-0.00018137400339309376,7.983398186470917e-7
0.08346,3.988946988003623,8,-0.0022637596512630307,-0.0002625855587510414,9.846551708366797e-7
0.08882000000000001,3.888966827595277,7,-0.005281829082353944,-0.0003836681935156608,1.1480957391979721e-6
0.09452,3.7890585827028045,7,-0.0017614252046630643,-0.0005661142822626464,1.3785928054657282e-6
0.10060000000000001,3.688923530361815,6,-0.008870455224085624,-0.0008251969551920114,1.6789003847322389e-6
0.1071,3.588354927370654,14,-0.002150995152185729,-0.0012083607865799354,2.233867490119682e-6
0.1139,3.4894774296675752,16,-0.008771384678210162,-0.0017727951600132648,2.791949091231188e-6
0.1213,3.38837036966242,9,-0.008186463068652857,-0.0026103399943391025,3.272945923906071e-6
0.129,3.28951263622984,20,-4.363117965283078e-5,-0.003864806202395388,4.366225169201979e-6
0.1323,3.248939242303085,24,-0.002237223233265736,-0.004535037162383497,4.929286255614363e-6
0.134,3.228431050476675,11,-0.01359439009295149,-0.004904708588089319,4.914633269560611e-6
0.1356,3.2093655192746113,9,-0.0013512918987621722,-0.0053076080794519104,4.9650410516769714e-6
0.1373,3.1893533245577745,26,-0.0017455873637778254,-0.005747092209953364,5.608922133903436e-6
0.1391,3.16843223385081,9,-0.0003030275040805598,-0.006235377745836643,5.446447646442994e-6
0.1408,3.148920535212389,17,-0.010684112722646766,-0.006763474620935234,6.174373548098436e-6
0.1426,3.1285162109963,8,-0.0027973467442978695,-0.007327046734313065,6.015300614764286e-6
0.1443,3.109480584604361,26,-0.005955963197156194,-0.007945641804121523,6.849700746936061e-6
0.1462,3.088469069321878,14,-0.0017835045352424656,-0.008627737827723959,6.963619635034785e-6
0.14800000000000002,3.0688138012101236,11,-0.008669375261638397,-0.0093629280506949,7.217022812622995e-6
0.14980000000000002,3.049396144579904,12,-0.0020912214789783608,-0.010150152543928304,7.618558670080065e-6
0.1517,3.029151239258727,14,-0.00683547215404637,-0.011003957015491875,8.006710955145093e-6
0.15360000000000001,3.0091583242394924,12,-0.0003707396188572902,-0.011919495509472874,7.977429459568005e-6
0.1555,2.989411203470543,14,0.0009228016019116353,-0.012905967280748186,8.46697168830639e-6
0.1575,2.9688837401258033,12,-0.002417520425266024,-0.013931201774984392,7.829052060715049e-6
0.1595,2.948615305318348,15,0.0002289828459140802,-0.015002357904120439,7.848354591947344e-6
0.1615,2.928599443254508,7,-0.005783666424051486,-0.016143561106102725,6.710013149160035e-6
0.1635,2.9088299365206436,7,1.0811881018737389e-5,-0.01730043119447174,6.695123729838001e-6
0.1655,2.8893007944894666,5,-0.012806841521709399,-0.01850438533713205,6.1667084777361656e-6
0.1676,2.869047572059738,10,0.00044988725732548573,-0.019752210544842448,6.485477183093467e-6
0.16970000000000002,2.849046545735231,5,-0.008605779314224899,-0.02104513457349725,6.00138682066534e-6
0.1718,2.8292915119188735,9,-0.0005422096097221692,-0.022386637256675584,6.408843567905205e-6
0.17400000000000002,2.8088530943454515,8,-0.0005796043547867785,-0.02378224575003778,6.138473371423991e-6
0.1762,2.7886714769390664,8,-0.005525101832440147,-0.025246257418262176,5.962843689539925e-6
0.1784,2.7687402865199076,5,-0.0026988388243111743,-0.02677385685062784,5.708450298940158e-6
0.1806,2.7490533842543083,5,-0.00012090469309710273,-0.028333009880366418,5.1614491703854285e-6
0.1829,2.728726400825749,5,-0.0029526879452364606,-0.029980211278575253,5.10587580443606e-6
0.1852,2.7086534423168698,11,0.00036269472397613766,-0.03168859792764569,5.095412853083804e-6
0.1875,2.6888282379485218,5,-0.002701872436186134,-0.03346184298352243,4.986099024311654e-6
0.1898,2.6692447463110804,5,-0.018072189808634894,-0.03531225134493299,4.815919154198168e-6
0.19820000000000002,2.5996848153980814,3,-0.009982900696876058,-0.04229199709770487,4.594273674734763e-6
0.2109,2.4999245655441564,2,0.0004399603564738504,-0.054308918310508644,4.4745689980732504e-6
0.22440000000000002,2.400262906523374,7,0.0006689026392153256,-0.06907018975973955,4.421266331671687e-6
0.2389,2.2996876200854373,7,-0.005098620282808936,-0.08725501448278196,4.313813974321875e-6
0.25420000000000004,2.1999774229200533,2,-0.0005919973453186101,-0.10973962585062513,4.336395505647737e-6
0.2705,2.1001476642033983,1,0.0009678020311197411,-0.13766116955540128,4.332802604921456e-6
0.2879,2.000012139648914,1,-0.010207907767482566,-0.17247928921699454,4.2569297408526375e-6
0.3064,1.8999775826318261,1,0.00040519531724794104,-0.21617298568134885,4.273200477970501e-6
0.3261,1.799887763022819,2,-0.006204425181027631,-0.2714277867466974,4.280548432032138e-6
0.34700000000000003,1.7001062599428471,2,-0.0001276992162076889,-0.3420000722047249,4.266528483385892e-6
0.3693,1.6000615808654792,2,0.0009083572451695075,-0.4333375810094696,4.4420805718771875e-6
0.393,1.500152231584718,400,-0.005551251605977151,-0.5537401093666698,3.261992524839609e-5
0.4183,1.3999393382859193,7,-0.002759747376973248,-0.717061259364034,5.441465742215719e-6
0.44520000000000004,1.299830089411768,24,-0.002045264858542991,-0.9482733116948966,8.938584922431889e-6
0.4737,1.200161195245837,26,-0.0012096809507299827,-1.3025448933654815,8.433191821262107e-6
0.5042,1.0999329811201866,340,-0.0034252927300744843,-1.9522846600943755,3.363476571377882e-5
1.077,-0.11915081746962637,1039,-0.0001061246641048165,-1.294681071209836,5.9001868723672174e-5
